source_path,quality_class,split,output_path,confidence,selected_bbox,padded_bbox,status,message
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8738.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6864.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_645.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5680.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9818.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1756.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2083.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4405.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8691.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_586.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9411.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9307.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8021.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_119.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5691.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3336.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7511.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9341.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4630.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2818.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1344.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4944.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5181.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2989.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7604.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7357.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6236.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_638.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9990.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7815.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5609.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7411.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9008.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1568.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6802.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6160.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2472.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5524.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2722.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9734.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9966.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6854.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3897.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9216.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9634.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8460.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4930.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7171.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4697.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7487.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8438.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4863.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9192.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1863.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2643.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_468.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5681.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3049.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5268.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2180.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2781.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9647.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8511.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2999.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_563.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9464.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3916.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7841.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1634.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8974.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1588.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_833.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9360.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8166.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7872.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1155.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4010.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8723.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2865.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7591.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2100.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5009.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5654.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4958.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6741.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7460.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3764.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2721.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6705.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7720.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7240.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7157.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7609.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2437.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9959.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5310.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2152.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2138.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5774.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_872.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5379.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1761.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8751.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8616.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_304.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1584.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3025.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_373.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7445.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7014.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1144.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9850.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3869.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6332.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1018.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5738.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_583.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2394.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4358.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9536.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9584.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8284.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7693.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8079.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3500.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6579.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1963.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5588.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2541.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5565.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7523.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1021.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_850.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2351.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4943.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8930.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2046.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9260.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6773.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8419.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9026.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8875.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2054.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7256.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1083.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5942.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3106.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5728.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5173.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7218.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4433.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4442.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1592.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6329.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9270.jpeg,good,train,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7076.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_93.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8833.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2315.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2005.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1450.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1825.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5515.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5604.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2235.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_805.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8745.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4582.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6239.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4862.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6250.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3199.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5818.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9591.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7568.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3064.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2241.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9135.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2268.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5085.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6788.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4562.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5548.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6869.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_776.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7836.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7351.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6129.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2771.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1604.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3250.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_4597.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3820.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9741.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_2967.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_1573.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7773.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_773.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_3870.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7112.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_9397.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6018.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_7120.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_6765.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_327.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8579.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_5141.jpeg,good,val,,,,,no_detection,No inspected_object detection
C:\Python\Projects\PytorchTest\casting_512x512\ok_front\cast_ok_0_8448.jpeg,good,val,,,,,no_detection,No inspected_object detection
